,Image,Label
1005,"[[ 0  0  0 ... 19 10  0]
 [ 0  0  0 ... 19 10  0]
 [ 0  0  2 ... 19  8  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1006,"[[ 3  7 12 ...  5  3  0]
 [ 4  7 10 ...  5  2  0]
 [ 4  6  8 ...  3  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1007,"[[ 0  0  0 ... 18 12  3]
 [ 0  0  0 ... 21 10  1]
 [ 0  0  0 ... 14  8  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1008,"[[ 78 143 171 ... 106  95  91]
 [ 80 121 177 ... 104 102  96]
 [ 82  89 172 ... 102  99  93]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1009,"[[247 241 239 ... 105  97  84]
 [164 158 153 ...  33  26  13]
 [ 13  13  15 ...  18  13   4]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1010,"[[58 57 51 ... 17 19 16]
 [58 60 62 ... 27 26 23]
 [65 65 71 ... 35 37 31]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1011,"[[ 19  19  28 ... 118 146 200]
 [ 16  16  27 ... 119 148 203]
 [ 17  16  25 ... 116 147 195]
 ...
 [  0   0   0 ... 175 209 139]
 [  0   0   0 ... 192 204 139]
 [  0   0   0 ... 203 192 137]]",Normal
1012,"[[ 24  22  25 ... 108  98  88]
 [ 29  29  31 ... 104  87  88]
 [ 35  33  36 ...  87  82  84]
 ...
 [  0   0   0 ...  72  43  35]
 [  0   0   0 ...  69  44  33]
 [  0   0   0 ...  63  42  33]]",Normal
1013,"[[68 78 78 ...  4 10  8]
 [67 74 75 ...  6  6  6]
 [62 70 81 ...  5  4  3]
 ...
 [ 0  0  0 ...  3  6  6]
 [ 0  0  0 ...  3  7  5]
 [ 0  0  0 ...  5  6  6]]",Normal
1014,"[[16 19 12 ... 23 24 62]
 [13 20 15 ... 22 23 53]
 [12 17  3 ... 24 22 54]
 ...
 [ 9 16 18 ... 25 28 25]
 [10 16 15 ... 26 26 25]
 [10 17 19 ... 23 27 26]]",Normal
1015,"[[165 162 176 ... 196 187 148]
 [186 201 199 ... 166 141 131]
 [179 188 172 ... 132 129 119]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1016,"[[118 122 131 ...  75  75  77]
 [114 112 120 ...  83  83  81]
 [120 112 115 ...  90  87  84]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1017,"[[ 0  0 10 ...  0  0  0]
 [ 0  0  7 ...  0  0  0]
 [ 0  0  4 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1018,"[[ 0  0  0 ... 68 61 55]
 [ 0  0  0 ... 67 59 52]
 [ 0  0  0 ... 63 60 47]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1019,"[[44 48 45 ...  0  0  0]
 [39 44 42 ...  0  0  0]
 [38 43 51 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1020,"[[  0   0   0 ...  74  75  80]
 [  0   0   0 ...  76  79  81]
 [  0   0   0 ...  82  82 125]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1021,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1022,"[[37 50 57 ... 37  4 18]
 [34 48 53 ... 35  4 17]
 [33 43 53 ... 26  5 18]
 ...
 [25 25 24 ... 18 20 20]
 [26 26 25 ... 20 19 24]
 [23 25 25 ... 22 19 23]]",Normal
1023,"[[100 101 118 ...  68  77  82]
 [ 90  93 101 ...  72  82  89]
 [ 95  89  91 ...  78  85  82]
 ...
 [ 23  50  69 ...   0   0   0]
 [ 24  56  74 ...   0   0   0]
 [ 27  55  72 ...   0   0   0]]",Normal
1024,"[[ 68  72  71 ...  33  34  38]
 [ 91  70  75 ...  46  48  49]
 [134 124 103 ...  59  59  58]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1025,"[[45 56 61 ... 80 71 55]
 [44 55 64 ... 78 65 53]
 [39 50 62 ... 76 64 53]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1026,"[[62 80 83 ...  6 10 14]
 [32 77 81 ...  0  7 11]
 [16 70 85 ...  0  1  9]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1027,"[[ 0  0  0 ... 26 16  0]
 [ 0  0  0 ... 28 11  0]
 [ 0  0  0 ... 25 11  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1028,"[[121 117 108 ... 151 142 141]
 [118 122 100 ... 148 142 142]
 [105  98  86 ... 150 144 140]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1029,"[[152 115 115 ...  34  41  48]
 [112 142 119 ...  47  52  61]
 [ 64 153 126 ...  63  63  67]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1030,"[[ 99 102 109 ...  95  77  55]
 [ 95 103 109 ...  93  73  56]
 [103  99 101 ...  94  78  55]
 ...
 [  0   0  27 ...   1   0   0]
 [  0   8  24 ...   4   0   0]
 [  0  11  29 ...   8   0   0]]",Normal
1031,"[[150 134 138 ...  37  25  12]
 [173 138 135 ...  26  19   0]
 [171 145 134 ...  23   3   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1032,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1033,"[[49 52 63 ...  0  0  0]
 [45 48 60 ...  0  0  0]
 [44 48 61 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1034,"[[55 50 48 ... 72 67 68]
 [63 59 54 ... 73 69 66]
 [59 62 57 ... 73 70 65]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1035,"[[ 41  44  52 ... 103 113 125]
 [ 38  45  51 ... 103 110 146]
 [ 45  45  52 ... 112 120 157]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1036,"[[ 0  0 11 ...  0  0  0]
 [ 0  0 10 ...  0  0  0]
 [ 0  0 10 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1037,"[[  0   0   0 ...  99 106  65]
 [  0   0   0 ...  50  78  93]
 [  0   0   0 ...  23  20  37]
 ...
 [  0   0   0 ...  19   0   0]
 [  0   0   0 ...  18   0   0]
 [  0   0   0 ...  19   0   0]]",Normal
1038,"[[43 53 65 ... 83 76 71]
 [35 48 61 ... 78 71 70]
 [35 42 57 ... 76 70 66]
 ...
 [19 17 17 ... 23 19 19]
 [19 20 18 ... 20 20 20]
 [19 17 18 ... 21 20 19]]",Normal
1039,"[[ 0  0  0 ...  0  0  0]
 [ 4  8 12 ...  0  0  0]
 [11 13 18 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1040,"[[ 45  39  40 ...  89 126 183]
 [ 54 254 255 ...  85 126 182]
 [ 64 255  55 ...  83 130 185]
 ...
 [  0   0   0 ...  51  25  19]
 [  0   0   0 ...  48  20  18]
 [  0   0   0 ...  47  23  18]]",Normal
1041,"[[  0   0   0 ...  99 112 120]
 [  0   0   0 ... 111 133  69]
 [  0   0   0 ... 136 108  53]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1042,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1043,"[[30 28 34 ...  0  0  0]
 [20 26 32 ...  0  0  0]
 [16 19 30 ...  0  0  0]
 ...
 [ 3  0  0 ...  0  0  0]
 [ 4  0  0 ...  0  0  0]
 [ 3  0  0 ...  0  0  0]]",Normal
1044,"[[ 0  8 24 ... 28 22  2]
 [ 0  7 22 ... 29 22  2]
 [ 0  2 20 ... 29 17  1]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1045,"[[ 0  0  0 ... 36 27 31]
 [ 0  0  0 ... 40 26 28]
 [ 0  0  0 ... 41 33 28]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1046,"[[17 27 34 ... 68 63 63]
 [16 21 36 ... 73 67 66]
 [12 22 31 ... 74 71 66]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1047,"[[77 80 77 ... 81 78 66]
 [75 80 78 ... 84 77 69]
 [75 77 77 ... 87 76 67]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1048,"[[ 78  74  86 ... 117 120 124]
 [ 76  82  83 ... 111 114 125]
 [ 76  82  88 ... 115 114 112]
 ...
 [  0  15  36 ...  12   0   0]
 [  0  17  38 ...  15   0   0]
 [  0  16  33 ...  14   0   0]]",Normal
1049,"[[19 42 59 ... 92 97 88]
 [22 42 56 ... 96 90 88]
 [16 38 54 ... 99 90 92]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1050,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  3 ...  9  2  2]
 [ 4  4 11 ... 18 14 19]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1051,"[[ 79  86  92 ... 140 147 152]
 [ 76  85  92 ... 148 161 181]
 [ 82  81  87 ... 162 180 153]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1052,"[[ 34  37  57 ... 112 167 236]
 [ 77 102 121 ... 114 162 233]
 [121 115  95 ... 100 153 231]
 ...
 [  0   0   0 ...  87  70 115]
 [  0   0   0 ...  89  60 110]
 [  0   0   0 ... 118  59 107]]",Normal
1053,"[[131 149 159 ... 131  94  99]
 [146 148 157 ... 126  97 102]
 [136 147 138 ... 128  93  91]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1054,"[[ 37  45 118 ...  31  22   5]
 [ 37  40  46 ...  22  13   1]
 [ 38  43  45 ...  12   6   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1055,"[[  0   0   0 ... 124 140  80]
 [  0   0   0 ... 128 139  82]
 [  0   0   0 ... 135 123  78]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1056,"[[189 184 180 ... 106 102  98]
 [150 135 140 ...  67  65  61]
 [109 106 107 ...  53  46  50]
 ...
 [  0   0   0 ...  17   2   0]
 [  0   0   0 ...  20   6   0]
 [  0   0   0 ...  23  11   0]]",Normal
1057,"[[ 0  0  0 ... 33 30 24]
 [ 0  0  0 ... 29 29 26]
 [ 0  0  0 ... 31 24 18]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1058,"[[ 0  0  0 ... 13  0  0]
 [ 0  0  0 ...  8  0  0]
 [ 0  0  0 ...  1  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1059,"[[  9  13  13 ...  56  61 105]
 [  6  14  15 ...  58  61  97]
 [  7  17  18 ...  58  64  79]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   1   0   0]]",Normal
1060,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1061,"[[34 32 38 ... 20 15 21]
 [35 32 39 ... 23 21 22]
 [35 32 37 ... 25 24 26]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1062,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1063,"[[ 73  74  80 ... 113 113 134]
 [ 68  72  85 ... 114 121 162]
 [ 67  68  74 ... 120 144 143]
 ...
 [  0   0   0 ...   4   6   7]
 [  0   0   0 ...   6   9   8]
 [  0   0   0 ...   5  10   6]]",Normal
1064,"[[30 37 52 ... 62 58 52]
 [28 32 50 ... 59 58 46]
 [30 31 47 ... 58 55 45]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1065,"[[28 44 51 ...  0  0  0]
 [22 40 45 ...  0  0  0]
 [18 32 44 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1066,"[[37 43 52 ...  0  0  0]
 [35 39 47 ...  0  0  0]
 [31 41 47 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1067,"[[ 0  0  0 ... 25 14  0]
 [ 0  0  0 ... 23 13  0]
 [ 0  0  0 ... 25 12  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1068,"[[183 190 194 ... 113 108 104]
 [154 183 186 ... 103  99  96]
 [150 163 185 ... 101  99  98]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1069,"[[ 0  0  0 ... 71 62 56]
 [ 0  0  0 ... 70 62 58]
 [ 0  0  0 ... 67 63 51]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1070,"[[54 66 69 ...  0  0  0]
 [63 67 71 ...  0  0  0]
 [55 68 70 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  2 ...  0  0  0]]",Normal
1071,"[[ 0  0  0 ... 59 52 43]
 [ 0  0  0 ... 53 48 45]
 [ 0  0  0 ... 54 45 43]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1072,"[[150 159 158 ...  51  45  43]
 [147 155 152 ...  44  45  42]
 [147 159 158 ...  41  37  46]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1073,"[[21 19 20 ...  0  0  0]
 [26 19 25 ...  0  0  0]
 [27 23 29 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1074,"[[  0   0   0 ...  68 101 171]
 [  0   0   0 ...  66 101 176]
 [  0   0   0 ...  61  96 171]
 ...
 [  0   0   0 ...   0   0   1]
 [  0   0   0 ...   0   0   2]
 [  0   1   0 ...   0   0   1]]",Normal
1075,"[[ 23  28  28 ... 108 107 123]
 [ 21  23  23 ... 103 117 114]
 [ 13  19  23 ... 114 127  67]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1076,"[[ 75 254 254 ...  31  23  10]
 [ 74 254   0 ...  29  20   9]
 [ 72 255  81 ...  24  16   8]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1077,"[[138 121 101 ...  59  55  52]
 [140 142 137 ...  69  60  61]
 [127 140 145 ...  65  64  60]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1078,"[[33 45 48 ...  0  0  0]
 [38 46 46 ...  0  0  0]
 [41 44 47 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1079,"[[ 0  0  0 ... 58 53 46]
 [ 0  0  0 ... 57 56 45]
 [ 4  2  0 ... 53 53 39]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1080,"[[15 26 35 ... 44 37 33]
 [ 8 17 27 ... 42 33 27]
 [ 8 11 23 ... 39 35 29]
 ...
 [ 3  0  0 ...  0  0  0]
 [ 3  0  0 ...  0  0  0]
 [ 2  0  0 ...  0  0  0]]",Normal
1081,"[[22 28 34 ...  0  0  0]
 [22 26 34 ...  0  0  0]
 [17 23 31 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1082,"[[35 45 56 ... 32 24 17]
 [37 42 50 ... 27 19 15]
 [34 43 51 ... 25 18 12]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1083,"[[ 96 102 105 ...  26  10   0]
 [100 103 109 ...  23  10   0]
 [105 110 113 ...  22  10   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1084,"[[40 45 40 ...  0  0  0]
 [56 56 54 ... 12  7  1]
 [71 70 70 ... 24 15 12]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1085,"[[28 32 31 ...  0  0  0]
 [44 47 51 ...  0  0  0]
 [56 60 64 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1086,"[[103 133  94 ...   0   0   0]
 [ 81 138  98 ...   0   0   0]
 [ 54 131 106 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1087,"[[79 71 71 ... 67 65 57]
 [74 74 78 ... 67 62 55]
 [75 82 89 ... 69 59 54]
 ...
 [ 0  0  0 ... 10  0  0]
 [ 0  0  0 ... 12  0  0]
 [ 0  0  0 ... 11  0  0]]",Normal
1088,"[[21 27 33 ...  0  0  0]
 [14 23 28 ...  0  0  0]
 [13 23 28 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1089,"[[ 76  83  89 ... 112 106 114]
 [ 70  78  91 ... 103 110 109]
 [ 70  75  88 ... 107 109 107]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1090,"[[  0   0   3 ...  98 141 195]
 [  0   0   0 ... 101 141 196]
 [  0   0   0 ... 102 140 194]
 ...
 [  0   0   0 ...   0   0   9]
 [  0   0   0 ...   0   0   9]
 [  0   0   0 ...   0   0   8]]",Normal
1091,"[[  0   0   0 ... 109 131 110]
 [  0   0   0 ... 126 120 106]
 [  0   2   8 ... 117 109 103]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1092,"[[  5   5  56 ...  66  76  28]
 [  1   1  82 ...  63  68  74]
 [ 65 131  79 ...  46  62  68]
 ...
 [ 28  42  45 ...  53  55  42]
 [ 56  48  42 ...  44  46  40]
 [ 63  42  33 ...  39  42  15]]",Normal
1093,"[[  0   0   0 ... 119 109  98]
 [  0   0   0 ... 122 106 102]
 [  0   0   0 ... 124 116  95]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1094,"[[ 0  0  0 ... 27 23 26]
 [ 0  0  0 ... 24 17 26]
 [ 0  0  0 ... 21 17 24]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1095,"[[57 64 71 ... 92 83 83]
 [55 64 69 ... 84 85 89]
 [56 61 65 ... 88 86 83]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1096,"[[ 0  0  0 ... 14  2  0]
 [ 0  0  0 ... 13  3  0]
 [ 0  0  0 ...  9  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1097,"[[55 67 82 ... 94 77 61]
 [51 64 82 ... 89 72 66]
 [50 64 81 ... 87 77 61]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1098,"[[ 81 151 149 ...  81  85  77]
 [ 84 122 149 ...  81  83  74]
 [ 78  92 147 ...  83  80  77]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1099,"[[ 92  93  98 ...   0   0   0]
 [112  95  94 ...   0   0   0]
 [130  97  96 ...   0   0   0]
 ...
 [  0   0   2 ...   0   0   0]
 [  0   0   1 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1100,"[[160 117 118 ... 138 141 137]
 [196 180 143 ... 139 141 142]
 [178 203 197 ... 135 140 147]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1101,"[[45 46 56 ...  2  0  0]
 [47 44 54 ...  0  0  0]
 [41 46 53 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1102,"[[ 0  0  0 ... 46 49 44]
 [ 0  0  0 ... 49 48 45]
 [ 0  0  0 ... 45 43 46]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1103,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]",Normal
1104,"[[139 189 150 ... 117  97  97]
 [147 129 151 ... 124 113 105]
 [129  88 139 ... 136 133 125]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]",Normal
1105,"[[117  69  67 ...   0   0   0]
 [110  82  76 ...   0   0   0]
 [ 94  98  74 ...   0   0   0]
 ...
 [  0   0   0 ...  47  22   0]
 [  0   0   0 ...  49  30   0]
 [  0   0   0 ...  52  28   0]]",Normal
1106,"[[41 46 53 ... 19 19 23]
 [37 46 50 ... 22 21 21]
 [36 43 49 ... 21 21 20]
 ...
 [17 14 14 ... 11 11 10]
 [16 18 15 ... 12 12 12]
 [14 16 16 ... 11 11 13]]",Normal
1107,"[[47 49 42 ...  7 15 10]
 [33 47 51 ... 24 25 19]
 [32 32 53 ... 27 31 27]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1108,"[[36 51 67 ...  0  0  7]
 [32 50 62 ...  0  0  6]
 [31 49 56 ...  0  0  6]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1109,"[[  1 236 105 ...   0   0   0]
 [  2 123 104 ...   0   0   0]
 [ 73  93 104 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  1   0   0 ...   0   0   0]]",Normal
1110,"[[ 0  0 15 ...  0  0  0]
 [ 0  0 14 ...  0  0  0]
 [ 0  0 15 ...  0  0  0]
 ...
 [ 0  0  0 ... 12  0  0]
 [ 0  0  0 ... 11  0  0]
 [ 0  0  0 ...  9  0  0]]",Normal
1111,"[[ 0  0  0 ... 83 85 82]
 [ 0  0  0 ... 82 86 77]
 [ 0  0  0 ... 81 81 81]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1112,"[[55 48 54 ... 42 25 12]
 [54 45 56 ... 37 21  9]
 [46 48 56 ... 35 21  3]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]",Normal
1113,"[[ 0  0  6 ... 63 50 49]
 [ 0  0  0 ... 56 46 43]
 [ 0  0  0 ... 55 48 47]
 ...
 [ 0  0 13 ...  0  0  0]
 [ 0  0 14 ...  0  0  0]
 [ 0  0 16 ...  0  0  0]]",Normal
